ID;Name;Price tax included;Categories (x,y,z...);Image URLs (x,y,z...);Description;Quantity;Feature (Name:Value:Position:Customized);
10; KLASYCZNY ŻYRANDOL KRYSZTAŁOWY CHROMOWANY DOMINNI W6 ;1699;ŻYRANDOLE/ŻYRANDOLE KLASYCZNE,Home;https://luminadeco.pl/6594/klasyczny-zyrandol-krysztalowy-srebrny-dominni-w6.jpg;Seria DOMINNI to oświetlenie perfekcyjnie wpasowujące się w klimatyczne, wytworne wnętrza, dla których charakterystyczny jest przepych i luksus. Klasyczny żyrandol kryształowy wykonany został z połączenia doskonałego gatunkowo metalu, szkła i kryształu. Każdy element żyrandola jest drobiazgowo zaprojektowany i wykonany, dzięki czemu efekt końcowy w postaci genialnej konstrukcji, na której umieszczono sześć źródeł światła, udekorowanych kryształowymi zdobieniami, będących biżuterią żyrandola, robi oszałamiające wrażenie.;421;Kolor lampy:chrom + srebrny:1:2,Materiał lampy:szkło + metal + kryształ:1:2,Kolor kabla/łańcucha:chrom + przezroczysty:1:2
11; KLASYCZNY ŻYRANDOL KRYSZTAŁOWY DANIELLA W8 ;2999;ŻYRANDOLE/ŻYRANDOLE KLASYCZNE,Home;https://luminadeco.pl/4011/klasyczny-zyrandol-krysztalowy-daniella-w8.jpg;Kolekcja DANIELLA hipnotyzuje wytwornością oraz wysokogatunkowymi, wykonanymi z dbałością i precyzją kryształami. Na metalowej konstrukcji lampy, stworzonej z cienkich ramion i okazałego trzonu, umieszczono osiem źródeł światła, które zapewniają doskonałe doświetlenie oraz tworzą romantyczny nastrój we wnętrzach. Widniejące u góry żyrandola ozdoby przypominają kształtem łabędzie szyje, które doskonale komponują się z reprezentacyjnym dołem żyrandola, skonstruowanym z licznych, kryształowych wisiorów.;674;Kolor lampy:przezroczysty:1:2,Materiał lampy:szkło + metal + kryształ:1:2,Kolor kabla/łańcucha:chrom + przezroczysty:1:2
12; KLASYCZNY ŻYRANDOL KRYSZTAŁOWY VENISIA W6 ;1599;ŻYRANDOLE/ŻYRANDOLE KLASYCZNE,Home;https://luminadeco.pl/8429/klasyczny-zyrandol-krysztalowy-venisia-w6.jpg;Seria VENISIA to odświeżona wersja tradycyjnej stylistyki wykorzystywanej w oświetleniu domowym. Zmysłowe kryształy, przypominające kształtem łzy szczęścia, w połączeniu z najwyższej jakości chromowaną stalą wytworzą magiczną atmosferę w każdym pomieszczeniu. Sypialnia nabierze królewskiego wdzięku, salon rozświetli się niczym komnaty Wersalu, a pokój gościnny wypełni się przytulnym nastrojem. Żyrandol ten znajdzie swe miejsce w eleganckich i gustownych sypialniach, efektownych i klasycznych salonach, a także wyrafinowanych pokojach gościnnych. Sześć srebrnych abażurów efektywnie rozproszy światło, nadając pomieszczeniom ponadczasowego szyku i blasku.;797;Kolor lampy:chrom:1:2,Materiał lampy:kryształ + metal + tkanina:1:2,Kolor kabla/łańcucha:chrom + przezroczysty:1:2
13; KLASYCZNY ŻYRANDOL KRYSZTAŁOWY ZŁOTY FABIONE W6 ;1599;ŻYRANDOLE/ŻYRANDOLE KLASYCZNE,Home;https://luminadeco.pl/4144/klasyczny-zyrandol-krysztalowy-zloty-fabione-w6.jpg;Klienci doceniają serię FABIONE za jej wyrafinowaną stylistykę. Za sprawą zaledwie jednego żyrandolu rozjaśniają całą przestrzeń pomieszczenia, zyskując dla niego efektowną centralną dekorację, od której nie da się oderwać wzroku. Klasyka nigdy nie wychodzi z mody. Gustowne rozwiązania zawsze są na topie. Sekret żyrandola FABIONE tkwi w jego ponadczasowym designie, który swoim pięknem poraża każdego.;327;Kolor lampy:złoty:1:2,Materiał lampy:kryształ + metal + tkanina:1:2,Kolor kabla/łańcucha:złoty + przezroczysty:1:2
14; KLASYCZNY ŻYRANDOL KRYSZTAŁOWY ZŁOTY DOMINNI W6 ;1699;ŻYRANDOLE/ŻYRANDOLE KLASYCZNE,Home;https://luminadeco.pl/7576/klasyczny-zyrandol-krysztalowy-zloty-dominni-w6.jpg;Kolekcja DOMINNI charakteryzuje się klasycznymi formami i regularną paletą barw. Posiada on sześć autonomicznych źródeł światła, których moc maksymalna może zapewnić doskonałe doświetlenie pomieszczenia. Każdy z kloszy umieszczony jest na osobnym, cienkim ramieniu metalowej oprawy, która składa się w zdobną, symetryczną kompozycję. Klosze wykonane są z doskonałej jakości szkła, przyozdobione są kryształowymi wahadełkami, przypominającymi zdobną biżuterię.;415;Kolor lampy:kremowy + złoty:1:2,Materiał lampy:metal + kryształ + szkło:1:2,Kolor kabla/łańcucha:przezroczysty + złoty:1:2
15; KLASYCZNY ŻYRANDOL KRYSZTAŁOWY FONTENEA W6 ;749;ŻYRANDOLE/ŻYRANDOLE KLASYCZNE,Home;https://luminadeco.pl/4149/klasyczny-zyrandol-krysztalowy-fontenea-w6.jpg;Kolekcja FONTENEA obejmuje oświetlenie wykonane z dbałością o szczegóły oraz nawiązujące do klasycznych elementów tradycyjnych żyrandolach. Metalowa oprawa składa się z sześciu ramion w kolorze chromu i srebra, które wychodząc z trzonu żyrandola, rozchodzą się w kierunku sześciu źródeł światła. Abażury wykonane są z pięknej tkaniny w kolorze srebra, dzięki której wnętrze nabiera blasku, elegancji i klasy. Wszystko to zdobią niesłychanej urody kryształowe wisiorki zakończone nierównomiernie ukształtowanymi, kryształowymi kulami.;274;Kolor lampy:chrom + srebrny:1:2,Materiał lampy:metal + tkanina + kryształ:1:2,Kolor kabla/łańcucha:przezroczysty + chrom:1:2
16; NOWOCZESNA LAMPA WISZĄCA ZŁOTA FREDICA W7 ;1099;LAMPY WISZĄCE/LAMPY WISZĄCE,Home;https://luminadeco.pl/8196/nowoczesna-lampa-wiszaca-zlota-fredica-w7.jpg;Złota oprawa lampy wiszącej FREDICA W7 genialnie wpisuje się w klimat nowoczesnego, minimalistycznego wzornictwa, które uszlachetnia, tworząc oświetlenie wytworne i z klasą, a jednocześnie doskonale wpisujące się w modne obecnie aranżacje przestrzeni salonów, gabinetów i jadalni. Dużą cechą lampy jest siedem kloszy umieszczonych na poprzecznej belce, co pozwala na równomierne doświetlenie wnętrza.;830;Kolor lampy:złoty:1:2,Materiał lampy:szkło + metal:1:2,Kolor kabla/łańcucha:przezroczysty:1:2
17; LAMPA WISZĄCA LOFT POTRÓJNA CZARNA ROCHERRO TRIO ;449;LAMPY WISZĄCE/LAMPY WISZĄCE,Home;https://luminadeco.pl/5830/lampa-wiszaca-loft-potrojna-czarna-rocherro-trio.jpg;Potrójna lampa wisząca w czarnej oprawie nawiązuje wyglądem do przestrzeni przemysłowych poprzedniego stulecia przez co doskonale wkomponuje się do mieszkania typu loft, bądź domu urządzonego w tymże stylu. Zdobędzie ona uznanie domowników nie tylko za cenne źródło światła, lecz także jako atrakcyjna ozdoba salonu bądź sypialni.;704;Kolor lampy:czarny:1:2,Materiał lampy:szkło + metal:1:2,Kolor kabla/łańcucha:czarny:1:2
18; NOWOCZESNA LAMPA WISZĄCA ZŁOTA VERONI D20 ;219;LAMPY WISZĄCE/LAMPY WISZĄCE,Home;https://luminadeco.pl/5526/nowoczesna-lampa-wiszaca-zlota-veroni-d20.jpg;Absolutny bestseller, jedna z najchętniej kupowanych lamp wiszących w naszym sklepie internetowym. Od pierwszej prezentacji zaskarbiła sobie wielu zwolenników dzięki modnej, złotej kolorystyce, materiałom wysokiej jakości, a także kunsztownym kształcie. Efektowny klosz o formie niepełnej kuli stanowi ekskluzywną propozycję dla najbardziej nowoczesnych wnętrz.;61;Kolor lampy:przezroczysty + złoty:1:2,Materiał lampy:szkło + metal:1:2,Kolor kabla/łańcucha:przezroczysty:1:2
19; NOWOCZESNA LAMPA WISZĄCA ZŁOTA PETRICA W16 ;1299;LAMPY WISZĄCE/LAMPY WISZĄCE,Home;https://luminadeco.pl/8719/nowoczesna-lampa-wiszaca-zlota-petrica-w16.jpg;Nowoczesny styl prezentowanego oświetlenia łączy w sobie minimalizm i dekoracyjność. Mimo że te dwie cechy powinny się wykluczać, lampa wisząca PETRICA łamie wszelkie stereotypy. Jej skromnie wyglądająca, złota oprawa podtrzymuje aż szesnaście szklanych kloszy, które majestatycznie ozdobią wnętrze niejednego salonu, jadalni, a nawet holu.;911;Kolor lampy:złoty:1:2,Materiał lampy:szkło + metal:1:2,Kolor kabla/łańcucha:przezroczysty:1:2
20; NOWOCZESNA LAMPA WISZĄCA SKANDYNAWSKA BROSSO D30 CLEAR ;249;LAMPY WISZĄCE/LAMPY WISZĄCE,Home;https://luminadeco.pl/8692/nowoczesna-lampa-wiszaca-skandynawska-brosso-d30-clear.jpg;Nowoczesna lampa wisząca w stylu skandynawskim o wyokrąglonym, bardzo przyjemnym obłym kształcie. Wykonana z przezroczystego, wyprofilowanego szkła, w którym zawarto wyeksponowane miejsce na jeden wyrazisty punkt świetlny. Przymocowana do czarnego regulowanego kabelka - oświetli zarówno stół w poczekalni lub jadalni, jak i stworzy główne oświetlenie poprzez zawieszenie jej przy suficie.;41;Kolor lampy:przezroczysty:1:2,Materiał lampy:metal + szkło:1:2,Kolor kabla/łańcucha:czarny:1:2
21; LAMPA WISZĄCA LOFT CZARNA ROCHERRO ;149;LAMPY WISZĄCE/LAMPY WISZĄCE,Home;https://luminadeco.pl/5833/lampa-wiszaca-loft-czarna-rocherro.jpg;Loftowe wnętrza uwielbiają komponować się z długimi, zwisającymi z wysokiego sufitu lampami, które oprócz spełniania swojej pierwotnej funkcji, wzbogacają wnętrze i nadają mu charakteru. Lampa wisząca ROCHERRO zaprojektowana została tak, by przypominała proste oświetlenie typowo industrialnych przestrzeni.;307;Kolor lampy:czarny:1:2,Materiał lampy:metal + szkło:1:2,Kolor kabla/łańcucha:czarny:1:2
22; NOWOCZESNA LAMPA WISZĄCA CZARNA CEREDO W6 ;749;LAMPY WISZĄCE/LAMPY WISZĄCE,Home;https://luminadeco.pl/6829/nowoczesna-lampa-wiszaca-czarna-ceredo-w6.jpg;Fuzja materiałów, kształtów i stylów – nowoczesnego oraz loftowego – tworzy z lampy wiszącej CEREDO zniewalającą kompozycję, potrafiącą odnaleźć się zarówno w stylowej sypialni, modnym salonie czy minimalistycznej jadalni. Sześć okrągłych kloszy zestawiono tutaj z prostą, czarną oprawą, która wyznacza główny punkt całej lampy.;837;Kolor lampy:czarny:1:2,Materiał lampy:metal:1:2,Kolor kabla/łańcucha:czarny:1:2
23; NOWOCZESNA LAMPA WISZĄCA ZŁOTA MARSIADA W15 ;1299;LAMPY WISZĄCE/LAMPY WISZĄCE,Home;https://luminadeco.pl/8020/nowoczesna-lampa-wiszaca-zlota-marsiada-w15.jpg;Piętnaście źródeł światła oraz piękna, złota oprawa w wymowny i wyjątkowy sposób zapewniają o elegancji lampy wiszącej MARSIADA W15. Zastosowana jest tu w pełni nowoczesna kompozycja oraz projekt zakładający zamontowanie licznych szklanych kloszy na metalowym okręgu. Projekt lampy doskonale sprawdzi się jako efektywna dekoracja salonu, sypialni oraz domowego biura.;406;Kolor lampy:złoty:1:2,Materiał lampy:szkło + metal:1:2,Kolor kabla/łańcucha:przezroczysty:1:2
24; NOWOCZESNA LAMPA SUFITOWA PLAFON MONARTE D48 ;499;LAMPY WISZĄCE/LAMPY SUFITOWE,Home;https://luminadeco.pl/7212/nowoczesna-lampa-sufitowa-plafon-monarte-d48.jpg;Kolekcja MONARTE uosabia produkty o najwyższej jakości i minimalistycznym podejściu do tworzenia przedmiotów użytkowych. Składa się przede wszystkim ze szklanego klosza, a jego uzupełnieniem są metalowe elementy konstrukcyjne, takie jak wnętrze klosza oraz jego podsufitka, przymocowana ściśle z jednej strony do lampy sufitowej, a z drugiej do sufitu. Nowoczesność projektu podkreślona została prostym, opływowym kształtem oraz nieskazitelną, matową bielą. Dekoracyjność lampy zamknięta została jedynie w żłobieniach w szklanym kloszu, które oplatają go dookoła, tworząc regularny wzór. Użyteczność plafonu ujawnia się w jego kształcie, który pozwala na utrzymanie lampy w nieskazitelnej czystości, dzięki łatwemu dostępowi do czyszczenia poszczególnych elementów, jak również w ilości światła, które oddaje aż pięć punktów umieszczonych wewnątrz klosza.;393;Kolor lampy:biały:1:2,Materiał lampy:metal + szkło:1:2,Kolor kabla/łańcucha:Brak informacji:1:2
25; NOWOCZESNA LAMPA SUFITOWA PLAFON BIANTE D28 ;199;LAMPY WISZĄCE/LAMPY SUFITOWE,Home;https://luminadeco.pl/7106/nowoczesna-lampa-sufitowa-plafon-biante-d28.jpg;Wśród różnorodnych projektów i pomysłów na oświetlenie, kolekcja BIANTE zajmuje szczególne miejsce, jako przedstawiciel produktów wyjątkowo skromnych, subtelnych, w minimalistycznym tonie. Lampy sufitowe tego typu to odpowiednie produkty do niskich pomieszczeń, w których sprawdzą się dodatki niezajmujące wiele miejsca, będące jednocześnie przemyślane pod względem projektu, funkcjonalności czy dekoracyjności. Plafon ostatecznie składa się z prawie niewidocznej, metalowej podsufitki, która skrywa się pod szklanym, białym kloszem w kształcie okręgu. Posiada on małe wgłębienie pośrodku, a pozostała jego powierzchnia przypomina wyglądem nieco spłaszczoną kulę, którą zdobi oryginalne matowe wykończenie.;902;Kolor lampy:biały:1:2,Materiał lampy:metal + szkło:1:2,Kolor kabla/łańcucha:Brak informacji:1:2
26; NOWOCZESNA LAMPA SUFITOWA PLAFON MONARTE D28 ;219;LAMPY WISZĄCE/LAMPY SUFITOWE,Home;https://luminadeco.pl/7095/nowoczesna-lampa-sufitowa-plafon-monarte-d28.jpg;O kolekcji MONARTE należy powiedzieć przede wszystkim jedno – to oświetlenie, które charakteryzuje się wyjątkowo delikatnym projektem. Zarówno elementy plafonu, jak i jego dekoracje są niezwykle subtelne, co doskonale współgra z bielą całości. Lampa sufitowa składa się z okrągłej, metalowej podsufitki w kształcie dysku, do którego bezpośrednio przymocowano klosz w tym samym kształcie. Wykonany został ze szkła o białej, matowej barwie. Dekoracją klosza są linie, skośnie oplatające bryłę dookoła. Jego płaska postać oraz niewielkie rozmiary lampy są cechami, które sprawiają, że produkt idealnie wpasowuje się w nieduże gabarytowo wnętrza oraz niskie pomieszczenia – lampa nie wymaga bowiem dodatkowej przestrzeni pod sufitem.;411;Kolor lampy:biały:1:2,Materiał lampy:metal + szkło:1:2,Kolor kabla/łańcucha:Brak informacji:1:2
27; NOWOCZESNA LAMPA SUFITOWA PLAFON BIANTE D38 ;329;LAMPY WISZĄCE/LAMPY SUFITOWE,Home;https://luminadeco.pl/7112/nowoczesna-lampa-sufitowa-plafon-biante-d38.jpg;Serii BIANTE nie brakuje przede wszystkim delikatności i naturalności. Projekt lampy sufitowej zakłada gładką powierzchnię klosza, którego piękna, harmonijna mleczna biel oraz sporej wielkości gabaryty i stonowana, krągła bryła skupiają całą uwagę. Plafon posiada skromną podsufitkę w postaci białego, metalowego dysku, który montowany jest bezpośrednio do sufitu. Symetrycznie rozmieszczone trzy źródła światła w ergonomiczny sposób pozwalają rozjaśnić daną przestrzeń, zaś matowe wykończenie szklanego klosza nieco przytłumia jego moc, co w ostateczności prowadzi do stonowanej, nastrojowej propozycji oświetlenia wnętrza.;609;Kolor lampy:biały:1:2,Materiał lampy:metal + szkło:1:2,Kolor kabla/łańcucha:Brak informacji:1:2
28; NOWOCZESNA LAMPA SUFITOWA PLAFON CHROMOWANY VERONI W5 ;799;LAMPY WISZĄCE/LAMPY SUFITOWE,Home;https://luminadeco.pl/7955/nowoczesna-lampa-sufitowa-plafon-chromowany-veroni-w5.jpg;Nowoczesny styl plafonu VERONI W5 idzie w parze z jej chłodną, chromowaną oprawą. Dodatkowo na uwagę zasługuje pięć kloszy, które swobodnie wtapiają się w kompozycję lampy, jednocześnie pełniąc rolę bardzo funkcjonalnego produktu, który jest w stanie doświetlić sporą przestrzeń innowacyjnie urządzonej jadalni, kuchni czy salonu.;914;Kolor lampy:przezroczysty + chrom:1:2,Materiał lampy:szkło + metal:1:2,Kolor kabla/łańcucha:przezroczysty:1:2
29; LAMPA SUFITOWA Z KRYSZTAŁAMI MAESTUS 600 ;899;LAMPY WISZĄCE/LAMPY SUFITOWE,Home;https://luminadeco.pl/7819/lampa-sufitowa-z-krysztalami-maestus-600.jpg;Nowoczesny styl plafonu VERONI W5 idzie w parze z jej chłodną, chromowaną oprawą. Dodatkowo na uwagę zasługuje pięć kloszy, które swobodnie wtapiają się w kompozycję lampy, jednocześnie pełniąc rolę bardzo funkcjonalnego produktu, który jest w stanie doświetlić sporą przestrzeń innowacyjnie urządzonej jadalni, kuchni czy salonu.;279;Kolor lampy:kremowy:1:2,Materiał lampy:metal + szkło + kryształ:1:2,Kolor kabla/łańcucha:Brak informacji:1:2
